	Aruba	Africa Eastern and Southern	Afghanistan	Africa Western and Central	Angola	Albania	Andorra	Arab World	United Arab Emirates	Argentina	Armenia	American Samoa	Antigua and Barbuda	Australia	Austria	Azerbaijan	Burundi	Belgium	Benin	Burkina Faso	Bangladesh	Bulgaria	Bahrain	"Bahamas, The"	Bosnia and Herzegovina	Belarus	Belize	Bermuda	Bolivia	Brazil	Barbados	Brunei Darussalam	Bhutan	Botswana	Central African Republic	Canada	Central Europe and the Baltics	Switzerland	Channel Islands	Chile	China	Cote d'Ivoire	Cameroon	"Congo, Dem. Rep."	"Congo, Rep."	Colombia	Comoros	Cabo Verde	Costa Rica	Caribbean small states	Cuba	Curacao	Cayman Islands	Cyprus	Czechia	Germany	Djibouti	Dominica	Denmark	Dominican Republic	Algeria	East Asia & Pacific (excluding high income)	Early-demographic dividend	East Asia & Pacific	Europe & Central Asia (excluding high income)	Europe & Central Asia	Ecuador	"Egypt, Arab Rep."	Euro area	Eritrea	Spain	Estonia	Ethiopia	European Union	Fragile and conflict affected situations	Finland	Fiji	France	Faroe Islands	"Micronesia, Fed. Sts."	Gabon	United Kingdom	Georgia	Ghana	Gibraltar	Guinea	"Gambia, The"	Guinea-Bissau	Equatorial Guinea	Greece	Grenada	Greenland	Guatemala	Guam	Guyana	High income	"Hong Kong SAR, China"	Honduras	Heavily indebted poor countries (HIPC)	Croatia	Haiti	Hungary	IBRD only	IDA & IBRD total	IDA total	IDA blend	Indonesia	IDA only	Isle of Man	India	Not classified	Ireland	"Iran, Islamic Rep."	Iraq	Iceland	Israel	Italy	Jamaica	Jordan	Japan	Kazakhstan	Kenya	Kyrgyz Republic	Cambodia	Kiribati	St. Kitts and Nevis	Korea	Kuwait	Latin America & Caribbean (excluding high income)	Lao PDR	Lebanon	Liberia	Libya	St. Lucia	Latin America & Caribbean	Least developed countries: UN classification	Low income	Liechtenstein	Sri Lanka	Lower middle income	Low & middle income	Lesotho	Late-demographic dividend	Lithuania	Luxembourg	Latvia	"Macao SAR, China"	St. Martin (French part)	Morocco	Monaco	Moldova	Madagascar	Maldives	"Middle East, North Africa, Afghanistan & Pakistan"	Mexico	Marshall Islands	Middle income	North Macedonia	Mali	Malta	Myanmar	"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"	Montenegro	Mongolia	Northern Mariana Islands	Mozambique	Mauritania	Mauritius	Malawi	Malaysia	North America	Namibia	New Caledonia	Niger	Nigeria	Nicaragua	Netherlands	Norway	Nepal	Nauru	New Zealand	OECD members	Oman	Other small states	Pakistan	Panama	Peru	Philippines	Palau	Papua New Guinea	Poland	Pre-demographic dividend	Puerto Rico (US)	"Korea, Dem. People's Rep."	Portugal	Paraguay	West Bank and Gaza	Pacific island small states	Post-demographic dividend	French Polynesia	Qatar	Romania	Russian Federation	Rwanda	South Asia	Saudi Arabia	Sudan	Senegal	Singapore	Solomon Islands	Sierra Leone	El Salvador	San Marino	"Somalia, Fed. Rep."	Serbia	Sub-Saharan Africa (excluding high income)	South Sudan	Sub-Saharan Africa	Small states	Sao Tome and Principe	Suriname	Slovak Republic	Slovenia	Sweden	Eswatini	Sint Maarten (Dutch part)	Seychelles	Syrian Arab Republic	Turks and Caicos Islands	Chad	East Asia & Pacific (IDA & IBRD countries)	Europe & Central Asia (IDA & IBRD countries)	Togo	Thailand	Tajikistan	Turkmenistan	Latin America & the Caribbean (IDA & IBRD countries)	Timor-Leste	"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"	Tonga	South Asia (IDA & IBRD)	Sub-Saharan Africa (IDA & IBRD countries)	Trinidad and Tobago	Tunisia	Turkiye	Tuvalu	Tanzania	Uganda	Ukraine	Upper middle income	Uruguay	United States	Uzbekistan	St. Vincent and the Grenadines	"Venezuela, RB"	British Virgin Islands	Virgin Islands (U.S.)	Viet Nam	Vanuatu	World	Samoa	Kosovo	"Yemen, Rep."	South Africa	Zambia	Zimbabwe
1984	62901	261458202	11190221	177880746	9425917	2904429	42273	186733957	1305996	29863093	3224547	37667	64882	15579391	7561434	6567850	4926465	9855372	4405895	7772256	97814966	8960679	415154	248863	4295536	9910000	160044	55169	6281868	132658864	254920	211661	492784	1083660	2568610	25607053	108838073	6441865	134727	12207733	1036825000	9650516	9475078	30245081	1999528	28642690	377637	342505	2667595	3502418	10073299	151940	20454	719334	10330213	77858685	384053	72056	5111619	6289040	21271969	1447871073	1765269111	1655263328	191755370	814856984	9074782	49247334	310046458	1771730	38330364	1518617	38735722	412998350	422123181	4881803	706716	56383085	45141	87176	833501	56422072	4622200	13370590	28643	5480096	825631	883519	364899	9895801	95498	52700	7630682	121302	774111	1135690050	5397900	4199850	306943902	4680285	6069230	10668095	3094477559	3839296592	744819033	249868265	163251124	494950768	64528	754875449		3532423	47793998	15310733	239511	4159000	56576718	2264562	2654688	120083000	15844621	18514906	3916400	5845117	65228	42113	40405956	1820688	348504110	3637843	3152744	2173312	3773633	127067	391832861	445947594	211255335	26596	15441860	1476095233	3574605687	1578986	1688121991	3514205	365998	2562047	282850	13733	21593778	28356	2820518	10134550	184198	317366458	73506846	36264	3363350352	2003399	8208599	330593	35899313	300042126	600884	1874349	27575	12315954	1653693	1012221	7332810	14759009	261487222	1065989	157583	6909971	82526443	3619104	14424211	4140099	17085242	8377	3227100	1054395892	1247716	7975015	95164936	2150782	19174716	53726181	13337	3405198	36904134	359259708	3344190	19335043	9996232	3412936		1590058	931624894	176469	347878	22640547	142745000	6107627	885894499	7697307	19546528	6499364	2732221	273163	3558758	4798003	22346	6428389	7813549	400538509	4750627	439338948	13067491	106394	382193	5127097	1932154	8336605	680783	17694	64717	10258398	9107	5045145	1428557744	407686015	3332837	49351708	4480026	3154079	377777260	686777	300042126	97990	885894499	439338948	1172984	7220044	49574069	7902	21779066	14607677	50887599	1887255119	3002488	235825000	17378846	107687	17008841	12820	100600	57706067	127109	4766040300	166796	1756818	11025597	33892788	6580490	8391488
1985	61728	269450407	11426852	182811038	9779120	2964762	43825	192563243	1377911	30336441	3260432	39103	64591	15788312	7564985	6670150	5034042	9858308	4538012	7999935	100253825	8960547	430358	253154	4330364	9975000	163796	55547	6416185	135515595	255820	218919	508392	1121945	2600932	25842116	109338285	6470365	136075	12395274	1051040000	10040483	9761730	31264816	2059311	29268470	388352	347365	2741894	3530570	10157228	152711	21324	731277	10337118	77684873	402687	71744	5113691	6430404	22008544	1471340337	1810019176	1680467718	194525195	819874109	9311154	50734968	310617659	1807816	38469512	1528781	39842136	413962998	432271865	4902206	723761	56665619	45707	89707	856726	56550268	4662900	13661229	28512	5610373	858874	897697	385547	9934300	96111	53200	7849693	124117	771477	1143179465	5456200	4323342	315429759	4701417	6190862	10648713	3152581662	3918002286	765420624	257661913	166776185	507758711	64401	772647793		3538082	49582289	15683430	241405	4233000	56593071	2290656	2778810	120837000	16031090	19201768	3990300	6043783	66496	41874	40805744	1894242	355849792	3739985	3217376	2240539	3898745	129159	400012327	457866946	216877271	26878	15544154	1513694513	3650257753	1624379	1712585483	3544543	366706	2578873	289700	16095	22113953	28731	2850787	10433142	190169	327681501	75043414	37761	3433380482	2014331	8374663	336452	36622827	309566339	605398	1921514	30258	12548949	1702107	1020528	7620508	15252258	263821663	1096890	160234	7118457	84897973	3706479	14491632	4152516	17477692	8551	3247100	1062728299	1325480	8118973	98229285	2200915	19648204	55213006	13688	3478936	37201885	369570962	3377000	19620388	10023613	3510671		1625654	936480384	180988	365940	22732999	143858000	6317228	906622025	8151779	19905872	6683287	2735957	282455	3638438	4894706	22485	6693289	7835902	412354065	4834296	452261445	13275197	108658	386972	5161768	1941641	8350386	706196	19291	65244	10625672	9521	5096269	1451742188	411980043	3441091	50270753	4619003	3247534	385830246	696665	309566339	97984	906622025	452261445	1187366	7409903	50687115	8046	22501693	15023681	51108770	1919685969	3017037	237924000	17875339	108506	17461434	13269	100760	59060622	130356	4850740788	166849	1796018	11453825	35042093	6780953	8686813
1986	59931	277621771	11420074	187889141	10139450	3022635	45734	198509771	1467383	30811980	3294847	40571	64276	16018350	7569794	6770300	5129414	9861823	4675420	8228847	102635572	8958171	446286	257536	4362115	10043000	167554	55889	6552479	138336370	256618	226495	524324	1160650	2634258	26100278	109824166	6504124	137413	12588914	1066790000	10440917	10060342	32265196	2120602	29879112	399318	352312	2817216	3559870	10244247	152662	22197	743105	10342227	77720436	426341	71406	5120534	6571208	22745499	1496124294	1855391159	1706848439	197344981	825034695	9545998	52206295	311372728	1845164	38584624	1540190	41037656	415087013	442386405	4918154	739306	56956002	46131	92266	880705	56681396	4704500	13965217	28328	5750668	894019	912126	404728	9967213	96790	53500	8070818	126965	768098	1150810379	5524600	4448899	324025001	4721446	6316122	10630564	3212177926	3998725110	786547184	265801351	170175065	520745833	64695	790689978		3539690	51446045	16074145	243180	4299000	56596155	2312125	2909887	121482000	16262702	19901646	4066500	6285693	68059	41618	41213674	1972520	363159117	3846715	3300365	2308511	4017403	131239	408172564	469843634	222444478	27238	15731256	1551923872	3727939991	1666138	1738504785	3578914	368355	2599892	296050	18558	22600803	29093	2883057	10736857	196935	338209596	76585637	39286	3505495513	2024732	8531277	342121	37314878	319257806	607711	1970965	32980	12770578	1751835	1028360	7906480	15760419	266289167	1131081	162898	7335811	87235953	3794157	14572278	4167354	17868124	8742	3246300	1071222636	1413419	8271747	101606764	2251325	20117122	56645077	14024	3554793	37456119	379883689	3409554	19910855	10032734	3611474		1660533	941566838	185669	382422	22836841	144894000	6531881	927646189	8628639	20288238	6878192	2733373	291842	3728380	4992769	22636	6974788	7853824	424407604	4921240	465510912	13492150	111150	392330	5193838	1965964	8369829	734732	20930	65652	11002844	9941	5251069	1476236205	416211558	3547952	51177834	4772139	3347809	393862440	707185	319257806	98010	927646189	465510912	1203124	7600301	51777772	8217	23258959	15467579	51318745	1953571641	3032845	240133000	18395621	109281	17923536	13726	100842	60347048	133720	4937711562	167061	1836972	11901040	36180515	6986471	8982578
1987	59159	286067346	11387818	193104347	10497858	3083605	47653	204524595	1574244	31291762	3328520	42072	63946	16263874	7574586	6875350	5247787	9870234	4818486	8457109	104959291	8971359	462854	261935	4390246	10111000	171338	56265	6692162	141104944	257279	233860	540557	1199167	2669155	26446601	110296425	6545106	138743	12790150	1084035000	10851475	10370749	33298904	2183473	30499467	410439	357302	2892699	3586018	10335342	151456	23073	754785	10347318	77839920	454399	71023	5127024	6712515	23443624	1522374575	1901405537	1734703629	200194022	830294805	9779290	53674435	312223048	1888669	38684815	1552221	42460039	416296769	452678880	4932123	750540	57266167	46701	94844	905479	56802050	4743500	14289108	28096	5900198	931091	926862	422522	10000595	97526	54100	8296485	129858	764120	1158607400	5580500	4576910	333016950	4739745	6445123	10612741	3273388723	4081589183	808200460	274161638	173511154	534038822	65597	808931270		3540057	53323493	16521049	245859	4369000	56601931	2329813	3047634	122069000	16527715	20616096	4144600	6557970	69733	41348	41621690	2052994	370452304	3957612	3385555	2377229	4129739	133227	416332693	482075790	228079094	27557	15916576	1590598381	3807567876	1703390	1765799733	3616367	370750	2626583	306850	21108	23054392	29446	2916306	11047291	203944	348933449	78136651	40828	3579488782	2035157	8681164	344485	37971594	329101677	608144	2022800	35736	12822574	1803014	1036082	8293174	16276737	268791866	1167889	165650	7561150	89591716	3882164	14665037	4186905	18250505	8946	3274400	1079813087	1500996	8429468	105130717	2301970	20582320	58157496	14334	3632543	37668045	390374024	3441850	20205483	10030031	3714889		1692234	946817118	190449	397005	22949430	145908000	6749493	948802143	9130194	20704904	7081530	2774789	301414	3829718	5092441	22686	7228302	7868027	436643155	4962395	479171693	13707720	113919	396911	5222840	1989776	8397804	763811	22617	68499	11388923	10361	5438309	1502192372	420430601	3657508	52074105	4939059	3452731	401890697	718476	329101677	98376	948802143	479171693	1217364	7789987	52843670	8371	24030378	15954170	51515732	1988890401	3049896	242289000	18930070	110001	18394963	14194	100901	61584651	137187	5027030278	167661	1880590	12369912	37326190	7191282	9284644
1988	59331	294498625	11523298	198485027	10861291	3142336	49416	210269696	1681788	31780532	3355125	43615	63623	16532164	7585317	6974600	5365327	9901664	4967341	8687435	107216008	8981446	479929	266448	4414404	10140000	175180	56699	6835508	143826357	257763	240913	556986	1235476	2713965	26791747	110686740	6593386	140089	12999424	1101630000	11275189	10684968	34382752	2247653	31130524	421687	362329	2968103	3610609	10432585	149254	23951	766235	10355276	78144619	484523	70608	5129516	6855734	24109536	1549038591	1947928955	1762936165	202990335	835601587	10010808	55187681	313272522	1938255	38766939	1561900	44150825	417653885	463045466	4946481	758697	57598186	47355	97097	931020	56928327	4790700	14636568	27839	6056574	970160	942061	439651	10036983	98308	54800	8532099	132799	759663	1166527684	5627600	4707677	342381086	4755207	6578145	10596487	3334875641	4165012459	830136818	282708012	176855065	547428806	66680	827342990		3524949	55072694	16908819	249740	4442000	56629288	2345777	3193039	122578000	16781168	21356219	4218400	6812014	71427	41062	42031247	2134707	377766659	4072601	3454649	2446941	4237755	135000	424525590	494400159	233656588	27948	16078621	1629655073	3887617477	1739841	1793220326	3655049	373450	2653434	316000	23749	23500524	29781	2948891	11369462	210885	359728415	79695531	42321	3653960889	2045737	8833996	347325	38600927	339013669	607413	2076322	38519	12800558	1855859	1043239	8753262	16796605	271347446	1209696	168502	7793748	92020090	3972320	14760094	4209488	18638661	9165	3283400	1088587717	1588568	8592255	108724739	2352848	21054702	59739052	14645	3711880	37824487	400820214	3473898	20503161	10019610	3820546		1721206	952284317	195193	411264	23057662	146857000	6968071	970044151	9629165	21138431	7289618	2846108	311265	3934517	5195833	22843	7235360	7884218	448764072	4848029	492983652	13924070	116939	402227	5250596	1995196	8436489	799798	24357	68755	11782264	10775	5625602	1528559240	424466137	3769742	52969595	5114989	3559363	409945610	730745	339013669	98969	970044151	492983652	1230069	7974440	53909626	8518	24769686	16470483	51724853	2024305816	3067961	244499000	19460630	110658	18871020	14680	100952	62843228	140756	5117167006	168346	1917882	12859708	38480649	7391440	9583094
1989	60443	302939121	11874088	204062274	11238562	3227943	50620	215969068	1789851	32270948	3443100	45191	63325	16814416	7619567	7076550	5471706	9937697	5121657	8921175	109433799	8876972	497327	271178	4433983	10170000	179107	57129	6981766	146502972	258109	248064	573586	1270274	2783970	27276781	110801640	6646912	141501	13215005	1118650000	11719771	11002745	35486866	2313558	31776279	433103	367803	3043827	3634409	10533243	146937	24874	777420	10361068	78751283	523355	70153	5132594	7002295	24754485	1575101307	1994666990	1790597018	205733205	840881506	10241852	56710642	314634075	1987017	38827764	1568131	45879690	419102379	473853393	4964371	766321	57943062	47958	99003	957138	57076711	4803300	15006813	27544	6215811	1011357	957789	456808	10089498	99121	55300	8775546	135799	754865	1174766407	5686200	4841838	352065913	4767260	6714730	10481719	3395765359	4248240134	852474775	291381564	180201630	561093211	67790	846039529		3511009	56704914	17364542	252852	4518000	56671781	2361916	3349627	123069000	16997013	22118434	4307500	7073473	73147	40758	42449038	2217468	385080987	4190974	3525285	2517858	4342920	136512	432726590	506991476	239520711	28317	16248557	1669138722	3967659848	1775436	1819952808	3684255	377100	2666955	325100	26453	23939414	30084	2970039	11704998	217738	370724431	81247182	43586	3728139137	2055649	8999938	350722	39214618	349120795	606571	2124185	41303	12906842	1903048	1051260	9176220	17314997	274152910	1288947	172029	8034780	94531014	4066476	14848907	4226901	19057807	9390	3299200	1097876374	1676228	8765561	112336629	2403820	21532589	61265260	14945	3796078	37961529	411682495	3505650	20804367	10005000	3927802		1748900	958176572	199643	425646	23161458	147721000	7184706	991571016	10128394	21578022	7502207	2930901	321282	4034037	5298979	23154	7114817	7893787	461052538	4713229	507001395	14148870	119979	408409	5275942	1996351	8492964	837800	26169	69167	12179060	11193	5819586	1554321275	428221424	3883411	53848956	5267249	3662459	418004229	744856	349120795	99403	991571016	507001395	1241600	8151660	54976723	8662	25438759	17010698	51917817	2059000415	3086255	246819000	19977183	111272	19348921	15180	101041	64147348	144393	5207654866	168768	1946339	13364174	39628575	7589216	9864798
1990	62753	311748681	12045660	209566031	11626360	3286542	52597	223184294	1898220	32755901	3552128	46640	63066	17065128	7677850	7175200	5587052	9967379	5281479	9159356	111633717	8718289	514797	275945	4448652	10189348	183076	57559	7130142	149143223	258582	255292	589287	1305696	2871910	27691138	110743128	6715519	143087	13437176	1135185000	12189778	11331821	36684063	2380560	32440069	444596	375428	3121706	3654949	10631799	145400	25999	788351	10333355	79433029	579538	69627	5140939	7151166	25375810	1600739173	2044241467	1817735909	208212866	845290251	10473673	58396618	316087007	2032737	38867322	1569174	47609755	420525030	486723712	4986431	773316	58261012	47740	100888	983734	57247586	4802000	15394648	27200	6434374	1054696	973669	474274	10196792	99957	55600	9024773	138610	749894	1182189938	5704500	4980488	361657937	4777368	6854441	10373988	3455533853	4330689753	875155900	300366368	183501098	574789532	68916	864972221		3513974	58380092	17581206	254826	4660000	56719240	2379877	3621908	123478000	17154054	22892651	4391236	7374752	74855	40432	42869283	1684819	392413347	4311955	3595175	2223667	4445239	137857	440958144	519693837	245338485	28742	16352458	1711634869	4049620054	1809696	1844718134	3697838	381850	2663151	334950	28224	24375551	30358	2977912	12055639	224762	383279026	82820170	44629	3804281569	2063689	9178830	354170	39817251	361322200	606372	2098710	43342	13094537	1951878	1058775	9545852	17833171	277371697	1369303	176456	8286059	97120925	4162559	14951510	4241473	19524573	9622	3329800	1107695519	1763954	8949306	116155576	2455583	22014771	62854666	15259	3896481	38110782	422471117	3537000	21112137	9983218	4035747	1978248	1775607	964371624	203776	440175	23201835	147969406	7375307	1013297018	10640691	22021481	7720523	3047132	331435	4196828	5399726	23475	7082811	7897937	473635450	4737633	521314712	14379862	122980	412493	5299187	1998161	8558835	872428	28061	69507	12579208	11688	5982833	1579651917	430990546	3998761	54738329	5398768	3760562	426091608	760345	359343952	99700	1013297018	521314712	1252208	8324509	56015628	8798	26110207	17569897	52054092	2092646700	3104403	249623000	20464956	111812	19827010	15704	103963	65504552	148063	5299246757	169042	1973790	13887862	40746268	7786169	10137281
1991	65896	320442961	12238879	215178709	12023529	3266790	56667	228402316	2006626	33230294	3613977	47882	63387	17284036	7754891	7271300	5703857	10004486	5446932	9394632	113787109	8632367	503052	280731	4458343	10194050	187040	57984	7280289	151724256	259373	262596	599784	1341756	2963191	28037420	110469467	6799978	144269	13662491	1150780000	12683870	11667180	37925817	2449229	33098372	455556	384586	3202176	3677765	10717640	144403	27294	798944	10308578	80013896	631092	69296	5154298	7299853	25987928	1625498444	2092102478	1844189975	210169114	849169385	10702380	60028997	317407910	1919571	38966376	1561314	49717198	421741276	497970454	5013740	779656	58554242	47447	102754	1010818	57424897	4835900	15787496	26898	6697166	1099959	994639	492217	10319927	100793	55500	9272584	141073	747861	1190620652	5752000	5123792	371411648	4689022	6995450	10373400	3513390696	4411587746	898197050	309491517	186778238	588705533	69808	883927600		3534235	59986931	17767253	257797	4949000	56758521	2400869	3915149	123964000	17278600	23646514	4463634	7686850	76367	40358	43295704	1351399	399683088	4435118	3668912	1956518	4544400	139520	449128999	532595517	250935723	29209	16475354	1752379727	4127853483	1842379	1868272190	3704134	387000	2650581	351650	28800	24799014	30625	2981566	12421412	231802	394251647	84430572	45568	3876917760	2055994	9362888	363845	40394154	371610655	607105	2165342	44393	13352090	2009738	1070266	9844227	18342464	281076404	1415684	181238	8546900	99720162	4259637	15069798	4261732	20036500	9850	3495100	1118410105	1851473	9131087	120060406	2508265	22483775	64382249	15614	4021837	38246193	433111892	3562110	21428638	9960235	4144364	2068845	1801531	971291914	207744	454853	23001155	148394216	7526966	1035058149	11160744	22470676	7943085	3135083	341738	4246267	5495077	23797	6813760	7595636	485834033	4836677	535621670	14610383	125697	415013	5303294	1999429	8617375	908189	30046	70439	12980821	12305	6205676	1604095270	433132067	4115560	55637434	5541205	3855894	434138780	778278	369541810	99895	1035058149	535621670	1262171	8501827	57009887	8928	26780436	18155901	52170961	2124538033	3122354	252981000	20962910	112222	20304896	16187	104807	66891775	151793	5388496229	169368	2005362	14430201	41687898	7981650	10404816
1992	69005	329082707	13278974	221191375	12423712	3247039	60200	234321565	2114730	33693527	3571861	49038	64404	17478635	7840709	7382050	5858407	10045158	5617844	9629275	115952192	8540164	516458	285927	4234616	10216470	190983	58407	7430336	154275079	260267	269839	577774	1380033	3058831	28371264	110111454	6875364	144733	13884577	1164970000	13200310	12006353	39228910	2519465	33760571	465113	393415	3284258	3706523	10785801	143912	28621	810341	10319123	80624598	626010	69325	5171370	7447474	26628568	1648872786	2138854231	1869074614	212032319	852664501	10930128	61480660	318742973	1798748	39157685	1533091	51853747	422968989	510691966	5041992	785346	58846584	47287	104806	1038380	57580402	4873500	16184855	26878	6914366	1145582	1024356	510770	10399061	101602	55300	9522266	143393	749911	1199265190	5800500	5271431	382507617	4575818	7136571	10369341	3568890021	4491324220	922434199	318337815	190043744	604096384	70353	902957070		3558430	61184983	18300845	261057	5123000	56797087	2424701	4127693	124425000	17332625	24382460	4515400	8113083	77641	40715	43747962	1634961	406898894	4559646	3747371	2072461	4640352	141617	457245250	546905231	257817106	29627	16739284	1792821112	4205224081	1873274	1890820460	3700114	392175	2614338	370900	29081	25212468	30887	2980965	12800870	238543	405847278	86044809	46388	3947406975	2032523	9553540	367618	40950342	381995940	608516	2167790	45181	13613316	2088135	1084441	10135079	18834572	284943671	1461322	186072	8817633	102372770	4357026	15184166	4286401	20609707	10021	3531700	1129039882	1938238	9201490	123546848	2561336	22946340	65926125	15989	4166699	38363667	445411988	3585176	21750911	9952494	4253600	2163591	1827395	978087877	211559	469657	22794284	148538197	7683266	1057074570	11686676	22927355	8168395	3230698	352205	4166366	5585609	24125	6495107	7604063	498349572	4909749	550274082	14735408	128110	417589	5305016	1996498	8668067	943416	31567	70763	13385571	12970	6474656	1627147885	434844449	4233617	56528834	5649400	3944689	442150885	799318	379832349	100022	1057074570	550274082	1271674	8682512	57990118	9038	27457588	18785032	52323671	2154585863	3139702	256514000	21485090	112509	20780948	16593	105712	68260337	155608	5477123966	170331	2039723	14989494	42443509	8176680	10702700
1993	73685	338324002	14943172	227246778	12827135	3227287	63272	240926205	2222093	34152717	3453332	50159	65587	17634808	7905633	7494800	5676843	10084475	5872706	9871713	118132360	8472313	530225	291339	3904482	10239050	194902	58816	7579195	156794577	261027	276971	554673	1420115	3157839	28684764	110041924	6938265	144984	14102276	1178440000	13735951	12353131	40656336	2595124	34441473	473682	401965	3367434	3735156	10841031	144299	29976	826034	10329855	81156363	614245	69433	5188628	7594572	27277048	1671604370	2184656122	1893258583	213395945	855554222	11154274	62915681	320053176	1856006	39361262	1494128	53708891	424344744	524592905	5066447	790369	59103094	46474	107066	1066405	57718614	4911100	16589519	27070	7128177	1188365	1058745	530023	10460415	102382	55200	9779761	145654	752965	1207321942	5901000	5423249	394851493	4600463	7278181	10357523	3622924380	4570777029	947852649	327140314	193305168	620712335	70772	922118387		3576261	61403543	19201195	263725	5261000	56831821	2449916	4348020	124829000	17274487	25117188	4516777	8616381	78841	41242	44194628	1672151	414075451	4685060	3820647	2155126	4733045	143726	465325731	562489881	265888248	30089	17025918	1833665328	4282493268	1901793	1912010271	3682613	397475	2563290	384000	29282	25614586	31136	2975966	13197345	244884	417150344	87653807	47093	4016605020	2006854	9754786	371308	41502429	392371485	610170	2165130	45952	14051192	2174328	1097374	10284024	19322664	288662580	1508697	190857	9100789	105122069	4453732	15290368	4311991	21180159	10102	3572200	1139203498	2021675	9249106	127020117	2615099	23413783	67530621	16372	4320872	38461408	459529211	3615497	22073352	9964675	4362696	2262676	1853148	984398082	215219	484545	22763280	148458777	7981132	1079256381	12215862	23445592	8396288	3313471	362839	4157130	5659957	24472	6681399	7614328	511789636	4956002	565570780	14837410	130467	419352	5325305	1991746	8718561	971318	32026	72253	13795686	13648	6629146	1649557492	436152186	4207453	57408198	5724993	4032407	450131381	821437	390108809	100103	1079256381	565570780	1280466	8857910	58999167	9126	28332692	19445161	52350126	2182939692	3156345	259919000	21987955	112735	21254520	16989	106578	69586384	159463	5564778621	171774	2072664	15563914	43297156	8373921	10860288
1994	77595	347441809	16250794	233360104	13249764	3207536	64612	247626514	2328188	34613491	3364610	51251	66843	17805468	7936118	7596550	5713854	10115603	6096506	10123798	120343179	8443591	544366	296509	3725412	10226955	199097	59194	7727322	159265006	261620	284091	554497	1460023	3257954	29000663	110021594	6993795	145163	14316256	1191835000	14287201	12704903	42626876	2673144	35127410	482142	410228	3451122	3763806	10886021	144630	31352	844667	10333587	81438348	626710	69477	5206180	7741694	27887279	1694244506	2228719169	1917389243	214329901	857724587	11372197	64285589	321024031	1913915	39549108	1462514	55611508	425404352	539513196	5088333	794771	59324863	44695	109075	1094720	57865745	4836076	16993190	27239	7345107	1227226	1092031	550138	10512922	103138	55500	10043718	147868	755822	1214865411	6035400	5579242	406935718	4652024	7419771	10343355	3675872938	4649243135	973370197	336096421	196591828	637273776	71168	941163767		3590386	61520598	20139807	266021	5399000	56843400	2475220	4561406	125178000	17043771	25857130	4515069	9239162	80021	41776	44641540	1664361	421179547	4809220	3889799	2149928	4822037	145890	473328616	578028937	273508544	30470	17275773	1874637283	4358651071	1927707	1932650915	3657144	402925	2520742	396800	29413	26000822	31375	2966745	13613850	250822	428117445	89259205	47712	4085142527	1992666	9967031	374797	42055143	402475400	611389	2189395	46730	15033853	2249454	1112846	10164894	19820446	292185857	1556304	195614	9398258	107935714	4549316	15382838	4336613	21717479	10137	3620000	1148779736	2081834	9328189	130748083	2669546	23881493	69019291	16770	4480208	38542652	475022693	3649237	22393975	9991525	4471417	2366298	1878007	990028770	218738	499459	22730211	148407912	6792352	1101305517	12750040	24043948	8624078	3419048	373675	4173105	5714129	24823	7026797	7622711	525116200	5071184	580801913	14970002	132732	422375	5346331	1989443	8780745	971212	31917	74205	14208583	14344	6783450	1671877438	437106291	4222940	58260854	5825368	4116662	458042874	844493	400109102	100166	1101305517	580801913	1288341	9018448	60033836	9207	29442356	20108801	52075998	2210505244	3172834	263126000	22463291	112918	21725188	17406	107318	70854391	163314	5650853178	173159	2105256	16149147	44004139	8576269	10873148
